,Author,Books,Year Published,Pages
1889,Jeffrey Bowers,Rising Sun,1571,3855
1890,Anthony Davis,Shac,1591,2569
1891,Patricia Meyer,Whispers in the Dark,1965,3228
1892,Jacqueline Brown,Island of Secrets,1510,2445
1893,Wilma Jackson,Last Voyage,2000,2856
1894,Wendy Walton,Valley of Dreams,1631,1105
1895,Teresa Ray,Mask of Deception,1508,4058
1896,Michelle Wis,Black Cat,1721,3987
1897,John Thomas,Lighthouse Keeper,1690,4913
1898,Wilma Jackson,Book of Miracles,1901,668
1899,Thomas Cain,Crown of Thorns,1970,3825
1900,John Ryan,Secret Key,1803,2798
1901,Christine Miles,Forbidden Forest,1501,4514
1902,Thomas Cain,Hunger Games,1896,2120
1903,Derrick Brady,Dance with Destiny,1841,621
1904,Deanna Owens,Midnight Carnival,1738,525
1905,Jessie Bowman,Secret Garden,1702,845
1906,William Ortiz,Lovely Bones,1879,802
1907,Patricia Simpson,Secret Society,1690,4784
1908,William Ortiz,Handmaid's Tale,1831,2784
1909,Diana Terry,Song of Achilles,1914,4972
1910,Carole Kelly,Beneath the Silver Moon,1605,4044
1911,Albert Mills,White Queen,1796,2146
1912,Paul White,Night Circus,1609,4952
1913,Albert Mills,Dance with Destiny,1912,4528
1914,James Ross,Secrets We Keep,1609,1419
1915,Deanna Owens,Kite Runner,1564,3776
1916,Paul Graham,Blood Red Rose,2005,4412
1917,Charles Johnson,Dance with Destiny,1951,3915
1918,Diana Terry,Twist of Fate,1775,3791
1919,Ashley Doyle,Night Circus,1578,2914
1920,Hazel Greer,Wonders of the World,1553,160
1921,Beatrice Ortiz,White Queen,1570,3331
1922,Judy Rose,Enigma of Love,1715,3118
1923,Albert Mills,Blood of Our Fathers,1996,871
1924,Gary Johnson,Pirate's Treasure,1695,4286
1925,Michael Martinez,Dragon's Eye,1800,1338
1926,Patricia Simpson,Hunger Games,1830,212
1927,Teresa Ray,Rising Sun,1865,3230
1928,Tyrone Evans,Golden Compass,1609,3626
1929,Diana Terry,Silver Lining,1805,3706
1930,Cindy Gilbert,Emerald City,1929,3995
1931,Christine Miles,Crystal Caves,1661,909
1932,Timothy Griffin,Art of Deception,1826,2134
1933,Kimberly Medina,Dark Tower,1841,2113
1934,Eric Davis,Alchemist,1571,3899
1935,Wayne Morrison,Warrior's Heart,1695,2129
1936,Kelly Franklin,Kite Runner,1968,3389
1937,Erin Gonzales,Giver,1716,3830
1938,Rita Powell,Island of Secrets,1831,3381
1939,Megan Knight,Lovely Bones,2002,655
1940,Ann Henderson,Book of Miracles,1528,236
1941,Teresa Ray,Martian,1815,3314
1942,Barbara Farmer,Help,1765,1765
1943,Alberto Brown,Forbidden Forest,1981,4452
1944,Wendy Walton,Hunger Games,1778,2995
1945,Wilma Jackson,Whispering Wind,1603,1084
1946,Frances Rose,Blood Red Rose,1589,3498
1947,James Ross,Warrior's Heart,1715,2160
1948,John Ryan,Silent Forest,1524,3558
1949,Patricia Meyer,Whispers in the Dark,1946,2529
1950,Timothy Griffin,Dark Tower,1663,3783
1951,William Ortiz,Handmaid's Tale,1905,4134
1952,Nancy Horton,Dark Tower,1602,1626
1953,Rita Powell,Silver Lining,1571,1100
1954,John Ryan,Queen's Necklace,1638,4438
1955,Patrick Hall,Dark Tower,1788,1274
1956,Michael Patterson,Catcher in the Rye,1967,3099
1957,Michael Smith,Girl on the Train,1924,1357
1958,Wendy Walton,Forbidden Forest,1768,1272
1959,Robert Evans,Song of Ice and Fire,1952,2057
1960,Patrick Hall,Secret Life of Bees,1634,3482
1961,Thomas Cain,Crown of Thorns,1995,3416
1962,Patricia Meyer,Road,2015,265
1963,Edward May,Edge of Tomorrow,1617,3618
1964,Albert Mills,Alchemist,1975,1815
1965,Jeffrey Williams,Girl with the Sapphire Eyes,1836,4876
1966,Gary Johnson,Shac,1505,3990
1967,Randy Parker,Sands of Time,1575,1086
1968,John Ryan,Dark Tower,1914,4407
1969,Kevin Ellis,Great Gatsby,1577,4966
1970,Ernest Torres,Lighthouse Keeper,1533,296
1971,Mary Abbott,Shadow of the Moon,1725,4199
1972,James Ross,Secret Garden,1755,3769
1973,Megan Knight,Midnight Garden,1808,1867
1974,Charles Johnson,Song of Achilles,1967,537
1975,Kelly Franklin,Moonlit Path,1972,819
1976,Kevin Ellis,Queen's Gambit,1938,916
1977,Kelly Franklin,Girl with the Dragon Tattoo,1744,3100
1978,Barbara Farmer,Hunger Games,1706,2535
1979,Ted Smith,Secret Garden,1946,1274
1980,Rosemary Lucas,Dance with Destiny,1601,1634
1981,Bernard Brown,Giver,1500,2537
1982,Diana Terry,Martian,1794,4179
1983,Paul White,Shadow of the Moon,1742,2025
1984,Virginia Jackson,Mists of Avalon,1595,1384
1985,Tracey Walker,Blood Red Rose,1604,1214
1986,Helen Hernandez,Kite Runner,1518,2942
1987,Laura Hernandez,Golden Child,1864,4363
1988,Anthony Davis,Blood Red Rose,1562,274
1989,Maria Webb,Dragon's Roar,1655,4626
1990,Emily Moore,White Queen,1715,1743
1991,Michael Patterson,Enchanted Princess,2013,4076
1992,Bernard Brown,Blood of Our Fathers,1879,607
1993,Kimberly Medina,Emerald City,1726,3561
1994,Ted Smith,Blood Red Rose,1646,1628
1995,Jacqueline Brown,Beneath the Silver Moon,1760,4355
1996,Frances Rose,Witch of Blackbird Pond,1939,749
1997,Tyrone Evans,Catcher in the Rye,1894,4501
1998,Timothy Griffin,Fire Within,1970,3415
1999,Emily Moore,Dragon's Roar,1849,3707
2000,Nancy Horton,Glass Castle,1959,4113
2001,Mary Graham,Giver,1570,962
2002,Erin Gonzales,Martian,1684,4648
2003,Barbara Farmer,Cursed Castle,1626,2772
2004,Wayne Morrison,Enigma of Love,1848,2385
2005,Frances Rose,Silver Lining,1777,679
2006,Deanna Owens,Forbidden Forest,1544,4360
2007,Ashley Doyle,Blood of Our Fathers,1955,4973
2008,Lydia Martinez,Dragon's Lair,1538,3550
2009,Dana Huff,Dance with Destiny,1554,3410
2010,Michael Patterson,Secret Society,1960,4959
2011,Mary Graham,Golden Child,1665,526
2012,Christine Miles,Book of Miracles,1688,1394
2013,Carole Kelly,Enchanted Castle,1876,3360
2014,Laura Hernandez,Emerald Isle,1746,2401
2015,Laura Hernandez,Knight's Code,1766,1335
2016,Megan Knight,Lovely Bones,1573,4970
2017,Carol Sullivan,Shadows of the Night,1842,4204
2018,John Thomas,Midnight Carnival,1881,3142
2019,Howard Jenkins,Queen's Necklace,1945,2310
2020,Leah Manning,White Queen,1967,1863
2021,Connie Howell,Book Thief,1983,4952
2022,Thomas Simmons,Midnight Serenade,1675,2302
2023,Diane Robbins,Shades of Grey,1889,3580
2024,Ann Henderson,Beyond the Horizon,1846,4199
2025,Teresa Ray,Song of Ice and Fire,1897,1613
2026,Michael Patterson,Warrior's Heart,1969,3502
2027,Rosemary Lucas,Time Traveler's Wife,1819,1765
2028,Dana Huff,Secret Garden,1726,4918
2029,Ashley Doyle,Secret Life of Bees,1905,3788
2030,Mary Abbott,Sands of Time,1557,2300
2031,Sherry Bennett,Glass Castle,1721,4493
2032,Maria Webb,Heart of the Forest,1895,159
2033,Rita Powell,Fault in Our Stars,1527,2183
2034,Maria Webb,Shades of Grey,1740,623
2035,Ann Henderson,Golden Compass,1854,3501
2036,Janet Baldwin,Dark Tower,1852,4116
2037,Leonard Stevenson,Midnight Carnival,1749,2554
2038,Alberto Brown,Knight's Code,1730,2724
2039,Edward May,Wonders of the World,1594,2171
2040,Tyrone Evans,Wonders of the World,1893,1366
2041,Melissa Hall,Secret Garden,1987,4127
2042,Edward May,In the Arms of the Sea,1688,1322
2043,Robert Evans,Golden Child,1542,4340
2044,William Hamilton,Alchemist,1783,1929
2045,Edward May,Emerald City,1585,3897
2046,James Hill,Dragon's Roar,1845,3501
2047,Delores Brown,Girl on the Train,1914,1591
2048,Leonard Stevenson,Rising Sun,1670,2815
2049,Megan Knight,Last Voyage,1887,4482
2050,Richard Freeman,Queen's Necklace,1745,4709
2051,Frances Rose,Enigma of Love,2007,2283
2052,Leonard Stevenson,Island of Secrets,1940,217
2053,Tracey Walker,Forbidden Forest,1913,4511
2054,Megan Knight,Shac,1569,3598
2055,Thomas Cain,Secret Key,1785,133
2056,Timothy Griffin,Warrior's Heart,1842,1003
2057,Eva Wright,Pirate's Treasure,1745,1751
2058,Albert Mills,Island of Secrets,1643,513
2059,Kenneth May,Hunger Games,1523,2681
2060,Erin Gonzales,Black Cat,1527,2806
2061,Jessie Bowman,Fire Within,1855,4026
2062,Hazel Greer,Heart of the Forest,1500,2568
2063,Richard Freeman,Silver Lining,2010,1265
2064,Michelle Johnson,Shac,1663,3829
2065,Wilma Jackson,Kite Runner,1994,4715
2066,Mary Abbott,Whispering Wind,1756,3001
2067,Patricia Simpson,Kite Runner,1743,2620
2068,Diane Robbins,Secret Life of Bees,1531,2696
2069,Diane Robbins,In the Arms of the Sea,1586,1179
2070,Bernard Brown,Witch of Blackbird Pond,1876,2569
2071,Diane Robbins,Mask of Deception,1619,859
2072,Kelly Franklin,Beyond the Horizon,1723,3209
2073,Lydia Martinez,Lost Kingdom,1745,743
2074,Kenneth May,Phantom of the Opera,1721,2371
2075,Virginia Jackson,Lord of the Rings,1549,4369
2076,Robert Evans,Tears of a Clown,1624,3962
2077,Nancy Horton,Fault in Our Stars,1929,975
2078,Daniel Craig,Lighthouse Keeper,1813,1884
2079,Gary Johnson,Blood of Our Fathers,1884,3544
2080,Ernest Torres,Girl on the Train,1609,3771
2081,John Thomas,Secret Society,2005,776
2082,Mary Graham,Silent Forest,1705,563
2083,Wendy Walton,Whispering Wind,1736,1011
2084,Kenneth May,Song of Achilles,1743,2784
2085,Eva Wright,Time Traveler's Wife,1600,1348
2086,Ella Harrison,Enchanted Princess,1622,4240
2087,Jeffrey Williams,Hunger Games,1701,3804
2088,Patricia Meyer,Secret Garden,1748,569
2089,Deanna Owens,Moonlit Path,1655,780
2090,James Ross,Forgotten Realm,1916,4915
2091,Alberto Brown,Girl on the Train,1626,3830
2092,Randy Parker,Golden Compass,1795,2145
2093,Judy Rose,Enigma of Love,1699,1831
2094,Wilma Jackson,Enchanted Castle,1526,2688
2095,Michelle Wis,Beyond the Horizon,1921,3458
2096,Nancy Horton,Lighthouse Keeper,1900,2492
2097,Jeffrey Williams,Black Cat,1874,4882
2098,Maria Webb,Silver Lining,1837,1044
2099,Cindy Gilbert,Blood of Our Fathers,1587,907
2100,William Doyle,Dragon's Roar,1585,1408
2101,Diane Robbins,Emerald Isle,1609,3392
2102,Howard Jenkins,Moonlit Path,1656,3301
2103,Megan Knight,Secret Garden,1618,1510
2104,Michael Smith,Fire Within,1784,2342
2105,Edward May,Golden Child,1980,2314
2106,Rita Powell,Witching Hour,1971,618
2107,Jeffrey Bowers,Island of Secrets,1741,148
2108,Beatrice Ortiz,Secret Life of Bees,1889,4807
2109,Howard Jenkins,Island of Secrets,1962,322
2110,Leonard Stevenson,Great Gatsby,1580,838
2111,Leah Manning,Da Vinci Code,1909,4443
2112,Janet Baldwin,Lighthouse Keeper,1746,3522
2113,Barbara Farmer,Secret Society,1743,2564
2114,Michael Patterson,Song of Ice and Fire,1682,1192
2115,Linda Ward,Midnight Garden,1626,382
2116,James Hill,Silence of the Lambs,1710,3904
2117,Diane Robbins,Clockwork Angel,1568,1023
2118,Edward May,Valley of Dreams,1626,1027
2119,William Hamilton,Dragon's Lair,1550,1221
2120,Hazel Greer,Mists of Avalon,1968,1216
2121,William Hamilton,Pirate's Treasure,1804,2206
2122,Richard Freeman,Golden Compass,1614,4718
2123,William Doyle,Moonlit Path,1584,1054
2124,Erin Gonzales,Black Cat,1934,4854
2125,Delores Brown,Blood of Our Fathers,1805,3231
2126,Janet Baldwin,Valley of Dreams,1946,1923
2127,Virginia Jackson,Clockwork Angel,1577,4025
2128,Michael Smith,Lighthouse Keeper,1941,4715
2129,Wayne Morrison,Midnight Serenade,1848,2829
2130,Linda Ward,Island of Secrets,1800,4201
2131,Diana Terry,Sands of Time,1624,1675
2132,Carol Sullivan,Blood of Our Fathers,1730,3703
2133,Richard Freeman,Emerald City,1690,3724
2134,Robert Evans,Secret Garden,1927,3173
2135,Mary Graham,Lord of the Rings,1640,3361
2136,Frances Rose,Maze Runner,1880,4353
2137,Kenneth May,Glass Castle,1963,2192
2138,Gregory Gibbs,Golden Child,1670,3403
2139,Victor Davis,Secret Life of Bees,1571,4797
2140,Edward May,Black Cat,1966,244
2141,Ted Smith,Shadow of the Moon,1710,4307
2142,Ella Harrison,Twist of Fate,1779,4752
2143,Howard Jenkins,Time Traveler's Wife,1647,828
2144,Eric Davis,Sands of Time,1647,392
2145,Ted Smith,Heart of the Forest,1699,1660
2146,Sherry Bennett,Secret Life of Bees,1506,574
2147,Derrick Brady,Girl on the Train,1824,1267
2148,Carol Sullivan,Book of Miracles,2013,2850
2149,Rosemary Lucas,Help,1882,3809
2150,Barbara Farmer,Twist of Fate,1825,3436
2151,Ann Henderson,Fire Within,1691,2411
2152,Dana Huff,Book Thief,1506,410
2153,Robert Evans,Dark Tower,1666,4141
2154,Victoria Brown,Song of Ice and Fire,1982,4111
2155,Juan Thompson,Kite Runner,1518,3087
2156,Randy Parker,Heart of the Forest,1825,2681
2157,Edward May,Secret Life of Bees,1757,1854
2158,Paul Graham,Catcher in the Rye,1640,1321
2159,Diane Robbins,Island of Secrets,1649,3116
2160,William Hamilton,Art of Deception,1771,3959
2161,Linda Ward,Fire Within,1823,105
2162,Howard Jenkins,Secrets We Keep,1827,3467
2163,Kenneth May,Song of Achilles,1730,3881
2164,Wayne Morrison,Pirate's Treasure,1840,4415
2165,Anthony Lee,Lovely Bones,1756,2958
2166,Cindy Gilbert,Crown of Thorns,1532,4617
2167,Kevin Ellis,Rising Sun,1678,2306
2168,Janet Baldwin,Emerald City,1639,4145
2169,Paul White,Help,1593,3527
2170,Barbara Farmer,Silent Forest,1842,3036
2171,Barbara Farmer,Lord of the Rings,1953,3880
2172,Hazel Greer,Handmaid's Tale,1520,387
2173,Jacqueline Brown,Curse of the Pharaohs,2022,706
2174,Anthony Lee,Enchanted Castle,1732,761
2175,Richard Garcia,Night Circus,1925,4748
2176,Judy Rose,Dragon's Roar,1759,2520
2177,Cindy Gilbert,Secret Life of Bees,1880,990
2178,Delores Brown,Dragon's Lair,1744,726
2179,Emily Moore,Witching Hour,1650,4126
2180,Albert Mills,Crown of Thorns,1854,1045
2181,Gary Johnson,Mask of Deception,1982,3786
2182,Patricia Meyer,Silver Lining,1624,1449
2183,Michael Martinez,Road,1905,1172
2184,Maria Webb,Silence of the Lambs,1834,955
2185,Anthony Lee,Dragon's Lair,1889,898
2186,Ernest Torres,Dragon's Roar,1919,1158
2187,Helen Hernandez,Da Vinci Code,1824,4361
2188,Kenneth May,Hunger Games,1747,1374
2189,Bernard Brown,Silver Lining,1558,873
2190,Charles Johnson,Shadow of the Moon,1654,4348
2191,Anthony Davis,Mists of Avalon,1720,2119
2192,Michael Martinez,Tears of the Moon,1674,629
2193,Carol Sullivan,Enchanted Princess,2019,162
2194,Carol Sullivan,Martian,1582,2703
2195,Melissa Hall,Dragon's Lair,1765,2468
2196,John Thomas,Rising Sun,1596,3229
2197,Melissa Hall,Blood of Our Fathers,1707,3717
2198,Michelle Wis,Secret Society,2009,4469
2199,Barbara Farmer,Crown of Thorns,1654,2745
2200,Maria Webb,Heart of the Forest,2003,4214
2201,Mary Graham,Ruby Red Door,1565,812
2202,Kimberly Medina,Heart of the Forest,1981,356
2203,Richard Freeman,Tears of the Moon,1737,672
2204,Ernest Torres,Clockwork Angel,1636,2836
2205,Rosemary Wright,Beyond the Horizon,1558,1178
2206,Helen Hernandez,Fire Within,1718,1338
2207,Thomas Simmons,Book Thief,1813,2262
2208,Erin Gonzales,Book of Miracles,1842,138
2209,Janet Baldwin,Handmaid's Tale,1969,4062
2210,Lisa Rios,Blood of Our Fathers,1523,1980
2211,Erin Gonzales,Edge of Tomorrow,1747,1531
2212,Evelyn Smith,Da Vinci Code,1885,2148
2213,Anthony Davis,Ruby Red Door,1507,1726
2214,Derrick Brady,Dark Tower,1704,2870
2215,Anthony Lee,Echoes of the Past,1852,3372
2216,Jessie Bowman,Tears of a Clown,1767,2322
2217,Kevin Ellis,Tears of a Clown,2003,3723
2218,Jeffrey Bowers,Girl with the Sapphire Eyes,1991,2324
2219,Howard Jenkins,Maze Runner,1539,4844
2220,Nancy Horton,Clockwork Angel,1631,1553
2221,Anthony Davis,Song of Achilles,1819,4589
2222,Barbara Farmer,White Queen,1776,3803
2223,Diana Terry,Kite Runner,1831,4448
2224,Nancy Horton,Whispering Wind,1984,2572
2225,Eva Wright,Hunger Games,1798,4564
2226,Barbara Farmer,Hunger Games,1621,3006
2227,Hazel Greer,Silent Forest,1778,4009
2228,Carol Sullivan,Maze Runner,1997,1675
2229,Jessie Bowman,Hunger Games,1631,770
2230,Patrick Hall,Song of Achilles,1884,1831
2231,Wilma Jackson,Forbidden Forest,1544,122
2232,Teresa Ray,Lord of the Rings,1979,1856
2233,Laura Hernandez,Witching Hour,1910,2708
2234,Emily Moore,Shac,1992,1912
2235,Wilma Jackson,Girl with the Sapphire Eyes,1853,4265
2236,Mary Abbott,Secrets We Keep,1519,2845
2237,Evelyn Smith,Emerald City,1552,2234
2238,Deanna Owens,Silent Forest,1917,1818
2239,James Ross,Martian,1523,2202
2240,Jeffrey Bowers,Art of Deception,1818,3633
2241,Victor Davis,Silent Forest,1708,1582
2242,Gary Johnson,Alchemist,1604,3348
2243,Victor Davis,Shades of Grey,1846,3243
2244,Evelyn Smith,Whispers in the Dark,1617,262
2245,Beatrice Ortiz,Echoes of the Past,1927,2955
2246,Rosemary Wright,Enchanted Castle,1908,4071
2247,Gregory Gibbs,Enchanted Princess,1910,4599
2248,Rosemary Lucas,Secret Society,1682,983
2249,James Ross,Crown of Thorns,1795,4410
2250,Michael Martinez,Hunger Games,1888,1796
2251,Teresa Ray,White Queen,1929,3043
2252,Robert Evans,Mirror of Truth,2018,2682
2253,John Ryan,Blood Red Rose,1904,1784
2254,Maria Webb,Last Voyage,1660,3604
2255,Anthony Lee,Mirror of Truth,1883,3072
2256,John Thomas,Alchemist,1916,3383
2257,Thomas Cain,Giver,1899,3265
2258,Melissa Hall,Catcher in the Rye,1987,4058
2259,Jeffrey Bowers,Mists of Avalon,2004,733
2260,Ashley Doyle,Twist of Fate,1913,1256
2261,Carole Kelly,Night Circus,1656,1432
2262,Carole Kelly,Beyond the Horizon,1592,506
2263,Patrick Hall,Beneath the Silver Moon,1919,1649
2264,Leah Manning,Night Circus,1965,4323
2265,Albert Mills,Emerald City,1896,3631
2266,Leah Manning,Enigma of Love,1962,3207
2267,Michelle Johnson,Secrets We Keep,1507,2545
2268,Delores Brown,Time Traveler's Wife,1621,3450
2269,Gregory Gibbs,Book Thief,1717,2628
2270,Patrick Hall,Edge of Tomorrow,1633,4861
2271,Paul White,In the Arms of the Sea,1523,3317
2272,Ann Henderson,Catcher in the Rye,1714,4512
2273,Anthony Lee,In the Arms of the Sea,1681,277
2274,Ella Harrison,Emerald Isle,1762,952
2275,Daniel Craig,Witching Hour,1761,404
2276,Bernard Brown,Tears of the Moon,1648,3267
2277,Daniel Craig,Shac,1549,3344
2278,Sandra Craig,Mirror of Truth,1624,3323
2279,Christine Miles,Warrior's Heart,1602,1821
2280,Robert Evans,Golden Compass,1770,1513
2281,Wayne Morrison,Great Gatsby,1840,3449
2282,Mary Abbott,River of Dreams,1855,4593
2283,Leonard Stevenson,Secret Key,2000,980
2284,Anthony Lee,Dark Tower,1855,1350
2285,Lisa Rios,Echoes of the Past,1511,3618
2286,Richard Freeman,Forgotten Realm,1827,162
2287,Tyrone Evans,Queen's Gambit,1597,4718
2288,Randy Parker,Kite Runner,1955,3646
2289,Michelle Wis,Pirate's Treasure,1900,3158
2290,James Ross,Phantom of the Opera,1738,2561
2291,Michael Martinez,Witch of Blackbird Pond,1858,2177
2292,Gary Johnson,Edge of Tomorrow,1617,1968
2293,Wilma Jackson,Song of Ice and Fire,1953,211
2294,Melissa Hall,Road,1543,3754
2295,Thomas Simmons,Enchanted Castle,1907,4116
2296,Ann Henderson,Queen's Necklace,1838,2344
2297,Ernest Torres,Lost City of Atlantis,1625,1803
2298,Connie Howell,Mirror of Truth,1718,4524
2299,John Ryan,Fire Within,1924,3814
2300,Michael Smith,Secret Life of Bees,1692,2544
2301,Richard Freeman,Ruby Red Door,1883,1551
2302,Lisa Rios,Alchemist,1641,4789
2303,Edward May,Whispering Wind,1733,3337
2304,Tracey Walker,Pirate's Treasure,1578,1551
2305,Ella Harrison,Sands of Time,1515,2993
2306,Alberto Brown,Enchanted Castle,1691,3516
2307,Leonard Stevenson,Lighthouse Keeper,1743,4509
2308,Wilma Jackson,Cursed Castle,1773,854
2309,Bernard Brown,Road,1899,722
2310,William Ortiz,Witch of Blackbird Pond,1710,1683
2311,John Thomas,Great Gatsby,1588,768
2312,Christine Miles,Secret Garden,1920,1241
2313,Richard Freeman,Enigma of Love,1746,2289
2314,Sandra Craig,Emerald City,1825,286
2315,James Hill,Secret Key,2009,1761
2316,Linda Ward,Witch of Blackbird Pond,1640,3271
2317,Alberto Brown,Giver,1808,1207
2318,John Ryan,In the Arms of the Sea,1631,3314
2319,Nancy Horton,Golden Child,1995,912
2320,Leonard Stevenson,Island of Secrets,1997,547
2321,Gregory Gibbs,Secret Society,1930,4750
2322,Christine Miles,Island of Secrets,1591,4653
2323,James Ross,Book of Miracles,1622,1752
2324,Frances Rose,Wonders of the World,1719,943
2325,Hazel Greer,Ruby Red Door,1989,1540
2326,Tracey Walker,Girl with the Sapphire Eyes,1568,1637
2327,Richard Garcia,Blood Red Rose,1814,1302
2328,Rita Powell,Silent Forest,1797,2149
2329,Jeffrey Williams,Enchanted Castle,1819,1782
2330,Teresa Ray,Secrets We Keep,1746,1094
2331,Janet Baldwin,Hunger Games,1555,3558
2332,Delores Brown,Forbidden Forest,1731,2046
2333,Jeffrey Williams,Clockwork Angel,1961,4904
2334,James Ross,Shades of Grey,1692,2139
2335,Melissa Hall,Emerald City,1784,2581
2336,Rita Powell,Road,1563,3096
2337,Ella Harrison,Secret Garden,1732,4073
2338,Juan Thompson,Emerald City,1545,4481
2339,Gary Johnson,Rising Sun,1547,4089
2340,Connie Howell,Edge of Tomorrow,1732,1488
2341,Connie Howell,Witching Hour,1932,3249
2342,Wendy Walton,Midnight Serenade,1936,1792
2343,Leonard Stevenson,Silence of the Lambs,1825,695
2344,Ted Smith,Forbidden Forest,1957,1079
2345,Maria Webb,Cursed Castle,1977,4079
2346,Ted Smith,Secret Life of Bees,1758,280
2347,Randy Parker,Midnight Carnival,1716,946
2348,Michael Smith,Blood of Our Fathers,1829,3702
2349,Laura Hernandez,Witching Hour,1685,4732
2350,Charles Johnson,Emerald City,1797,133
