,Author,Books,Year Published,Pages
11813,Mary Abbott,Silence of the Lambs,1533,1685
11814,Ernest Torres,Island of Secrets,1878,1138
11815,Eric Davis,Silence of the Lambs,1899,1286
11816,Thomas Cain,Secret Life of Bees,1551,429
11817,Thomas Cain,Shades of Grey,1654,4193
11818,Michelle Wis,Great Gatsby,1847,1935
11819,Juan Thompson,Dark Tower,1805,2609
11820,Edward May,Art of Deception,1834,344
11821,Sherry Bennett,Lighthouse Keeper,1844,3003
11822,Eva Wright,Shades of Grey,1712,475
11823,Beatrice Ortiz,Shadows of the Night,1685,2082
11824,John Ryan,Silver Lining,1927,1617
11825,Ella Harrison,Help,1523,1572
11826,Thomas Simmons,Book Thief,1816,4314
11827,Victoria Brown,Glass Castle,1986,498
11828,Randy Parker,Fault in Our Stars,1972,1991
11829,William Hamilton,Blood of Our Fathers,1819,3850
11830,Tyrone Evans,Dark Tower,1634,4074
11831,Megan Knight,Handmaid's Tale,1967,1011
11832,William Hamilton,Girl with the Dragon Tattoo,1879,586
11833,Cindy Gilbert,Valley of Dreams,1875,1115
11834,Diane Robbins,Sands of Time,1799,2907
11835,Delores Brown,Help,1699,4258
11836,Mary Abbott,Silence of the Lambs,1541,4538
11837,Ted Smith,Enigma of Love,1575,267
11838,Lauren Holland,Girl with the Sapphire Eyes,1826,2653
11839,Lauren Holland,Glass Castle,2004,4981
11840,Lauren Holland,Pirate's Treasure,1850,2917
11841,Mary Abbott,Fire Within,1719,260
11842,Hazel Greer,Midnight Garden,1592,4935
11843,Jacqueline Brown,Lord of the Rings,1774,2726
11844,Thomas Simmons,Silver Lining,1531,1067
11845,John Ryan,Shadow of the Moon,2007,2641
11846,Megan Knight,Glass Castle,1715,357
11847,Leonard Stevenson,Shadows of the Night,2013,1645
11848,Ernest Torres,Cursed Castle,1640,1615
11849,Emily Moore,Dragon's Lair,1864,4261
11850,Melissa Hall,Crown of Thorns,1895,2955
11851,Judy Rose,Kite Runner,1982,4569
11852,Kimberly Medina,Forgotten Realm,1864,3245
11853,Thomas Cain,Kite Runner,1712,1149
11854,Randy Parker,Time Traveler's Wife,1669,4392
11855,Howard Jenkins,River of Dreams,1705,2685
11856,Richard Freeman,Clockwork Angel,1650,1949
11857,Lydia Martinez,Girl with the Dragon Tattoo,1948,1690
11858,Delores Brown,Song of Achilles,1960,3533
11859,James Hill,Silver Lining,1771,284
11860,Michael Patterson,Knight's Code,1926,4660
11861,Emily Moore,Girl with the Sapphire Eyes,1922,2320
11862,Rosemary Lucas,Witch of Blackbird Pond,1503,258
11863,Diane Robbins,Giver,1524,2313
11864,Barbara Farmer,Lighthouse Keeper,1953,4049
11865,Laura Hernandez,Island of Secrets,1924,1355
11866,Gregory Gibbs,Shadow of the Moon,1605,4403
11867,Mary Abbott,Glass Castle,1959,1868
11868,Michelle Wis,Enchanted Princess,1576,1573
11869,Leonard Stevenson,Martian,1633,3130
11870,Cindy Gilbert,Rising Sun,1815,2296
11871,Michael Smith,Clockwork Angel,1578,2474
11872,Barbara Farmer,Midnight Garden,2015,1495
11873,Jeffrey Bowers,Forbidden Forest,1690,3290
11874,Dana Huff,Dragon's Eye,1942,3114
11875,Linda Ward,Enigma of Love,1742,2776
11876,Deanna Owens,Book of Miracles,1682,2704
11877,Ella Harrison,Island of Secrets,1665,848
11878,Jacqueline Brown,Enigma of Love,1721,1769
11879,Kimberly Medina,Queen's Gambit,1784,2528
11880,Deanna Owens,Silence of the Lambs,1870,3665
11881,William Ortiz,Forbidden Forest,1707,1899
11882,Kimberly Medina,Time Traveler's Wife,1827,3626
11883,Timothy Griffin,Last Train Home,1738,4525
11884,Beatrice Ortiz,Secret Society,2007,4630
11885,Evelyn Smith,Forgotten Realm,1962,299
11886,Gary Johnson,Shac,1872,3497
11887,Jacqueline Brown,Song of Ice and Fire,1656,3026
11888,Kenneth May,Dragon's Eye,1768,919
11889,Ashley Doyle,Shadow of the Moon,1699,2272
11890,Emily Moore,Phantom of the Opera,1806,2823
11891,Jacqueline Brown,Queen's Necklace,1979,721
11892,Carole Kelly,Beyond the Horizon,1616,1179
11893,Paul White,Valley of Dreams,1568,2244
11894,Gary Johnson,Da Vinci Code,1862,2883
11895,Victor Davis,Lord of the Rings,1839,1422
11896,Diane Robbins,Emerald City,1846,3018
11897,Diana Terry,Glass Castle,1649,1016
11898,Emily Moore,Mirror of Truth,1842,2711
11899,Paul White,Secret Garden,2003,3360
11900,Lauren Holland,Song of Achilles,1543,4291
11901,Rita Powell,Girl with the Sapphire Eyes,1825,4496
11902,Jacqueline Brown,Catcher in the Rye,1926,3843
11903,Delores Brown,Silent Forest,1852,2161
11904,Rita Powell,Last Train Home,1895,2096
11905,Diane Robbins,Phantom of the Opera,1855,4761
11906,Melissa Hall,Secret Key,1719,3917
11907,Victoria Brown,Lord of the Rings,1814,3711
11908,Anthony Davis,Handmaid's Tale,1602,4021
11909,Lydia Martinez,Shades of Grey,1897,3393
11910,Paul Graham,Black Cat,2013,1681
11911,Nancy Horton,Girl on the Train,1921,3168
11912,Michelle Johnson,Mists of Avalon,1844,2475
11913,Melissa Hall,Valley of Dreams,1784,3297
11914,Michelle Johnson,Night Circus,1688,3692
11915,Rita Powell,Lost Kingdom,2013,3218
11916,Linda Ward,Blood of Our Fathers,1572,2461
11917,Judy Rose,Blood of Our Fathers,1581,4297
11918,Juan Thompson,Road,1549,1195
11919,Dana Huff,Golden Child,1976,3145
11920,Howard Jenkins,Shadows of the Night,1553,2608
11921,John Thomas,Mask of Deception,1942,2987
11922,Patricia Meyer,Dance with Destiny,1899,4075
11923,Carole Kelly,Tears of a Clown,1597,1349
11924,Eva Wright,Catcher in the Rye,1673,3687
11925,Derrick Brady,Secret Garden,1787,504
11926,Janet Baldwin,Island of Secrets,1868,1918
11927,Anthony Davis,Tears of the Moon,1819,358
11928,Carol Sullivan,Witch of Blackbird Pond,1885,3495
11929,Eric Davis,Blood of Our Fathers,1666,1302
11930,Randy Parker,Silence of the Lambs,1882,1969
11931,Mary Graham,Forbidden Forest,1595,880
11932,Ernest Torres,Rising Sun,2006,2548
11933,Dana Huff,Art of Deception,1900,4250
11934,Judy Rose,Beneath the Silver Moon,1710,1680
11935,Patricia Meyer,Kite Runner,1577,4786
11936,Jessie Bowman,Shadows of the Night,1919,275
11937,Ella Harrison,Forbidden Forest,1976,4250
11938,Diana Terry,In the Arms of the Sea,1655,741
11939,Cindy Gilbert,Witching Hour,1950,3197
11940,Kelly Franklin,Crystal Caves,1654,570
11941,Charles Johnson,Secrets We Keep,1963,2438
11942,Charles Johnson,Maze Runner,1525,101
11943,Gary Johnson,Twist of Fate,1805,2206
11944,Richard Garcia,Phantom of the Opera,1693,4142
11945,Wayne Morrison,Shadow of the Moon,1589,3001
11946,Kenneth May,Blood Red Rose,1662,3226
11947,Jeffrey Williams,Book Thief,1896,3773
11948,Virginia Jackson,Martian,1928,4218
11949,Hazel Greer,Whispers in the Dark,1952,1917
11950,Robert Evans,Mask of Deception,1741,3593
11951,Michael Martinez,Art of Deception,1962,1744
11952,Deanna Owens,Alchemist,1588,2974
11953,William Ortiz,Beyond the Horizon,1871,4985
11954,Teresa Ray,Forbidden Forest,1601,3144
11955,Deanna Owens,Girl with the Sapphire Eyes,1591,3312
11956,Alberto Brown,Great Gatsby,1950,1874
11957,Ashley Doyle,Handmaid's Tale,1503,4554
11958,Beatrice Ortiz,Crown of Thorns,1879,1221
11959,Michael Patterson,Hunger Games,2011,527
11960,Tyrone Evans,Tears of the Moon,2012,3566
11961,Mary Abbott,Midnight Carnival,2000,4484
11962,Eric Davis,Giver,1647,2392
11963,Ann Henderson,Crown of Thorns,1980,717
11964,Rosemary Wright,Catcher in the Rye,1982,310
11965,Timothy Griffin,Enigma of Love,1856,1893
11966,Tracey Walker,Last Train Home,1709,1011
11967,Evelyn Smith,Black Cat,1722,1871
11968,Michelle Wis,Black Cat,1735,426
11969,Derrick Brady,Emerald City,1567,2185
11970,Alberto Brown,Tears of the Moon,1657,4065
11971,Gary Johnson,Pirate's Treasure,1820,901
11972,Rita Powell,Kite Runner,1933,3308
11973,Thomas Simmons,River of Dreams,1639,4922
11974,Connie Howell,Fault in Our Stars,1884,4859
11975,Tracey Walker,Rising Sun,1704,3567
11976,Beatrice Ortiz,Midnight Garden,1946,2271
11977,Teresa Ray,Heart of the Forest,1783,3319
11978,Wayne Morrison,Tears of a Clown,1666,2153
11979,Dana Huff,Wonders of the World,1794,2762
11980,Patrick Hall,Witch of Blackbird Pond,1916,4389
11981,James Ross,Great Gatsby,1976,1991
11982,Evelyn Smith,Midnight Garden,1873,4391
11983,Eva Wright,Edge of Tomorrow,1904,4440
11984,Leah Manning,Beyond the Horizon,1544,4931
11985,Barbara Farmer,Beneath the Silver Moon,1839,2735
11986,Frances Rose,Dragon's Lair,1619,2670
11987,Ted Smith,Ruby Red Door,1577,1924
11988,Edward May,Song of Achilles,1648,3915
11989,Patricia Simpson,Ruby Red Door,1848,2291
11990,Juan Thompson,Emerald Isle,1660,3329
11991,Rita Powell,Crystal Caves,2021,3519
11992,Jeffrey Williams,Last Voyage,1719,4380
11993,Carole Kelly,Lovely Bones,1744,1248
11994,Kelly Franklin,White Queen,1975,1011
11995,Lauren Holland,Pirate's Treasure,1699,2848
11996,Diane Robbins,Handmaid's Tale,1664,322
11997,Barbara Farmer,Dark Tower,1501,2698
11998,Rosemary Lucas,Black Cat,1610,2767
11999,Jacqueline Brown,Mask of Deception,1745,3883
12000,Tracey Walker,Shac,1956,2251
12001,Wayne Morrison,Last Voyage,1969,3416
12002,Eva Wright,Art of Deception,1616,4736
12003,Laura Hernandez,Valley of Dreams,2005,4777
12004,Jeffrey Bowers,Queen's Gambit,1657,1175
12005,Ernest Torres,Last Voyage,1505,2097
12006,Wilma Jackson,Island of Secrets,1950,3475
12007,John Thomas,Golden Child,1930,4293
12008,Mary Graham,Crystal Caves,1530,4632
12009,Wendy Walton,Midnight Garden,1674,3021
12010,Evelyn Smith,Time Traveler's Wife,1680,2617
12011,Evelyn Smith,Curse of the Pharaohs,1895,4098
12012,Ashley Doyle,Shac,2004,3420
12013,Ann Henderson,Kite Runner,2001,551
12014,Victor Davis,Beneath the Silver Moon,1758,2941
12015,Janet Baldwin,Fault in Our Stars,1841,4488
12016,Ashley Doyle,Dark Tower,1633,3531
12017,Michelle Wis,Emerald Isle,1723,2464
12018,Carol Sullivan,Beneath the Silver Moon,1634,1004
12019,William Ortiz,Secret Garden,1843,2212
12020,Robert Evans,Midnight Serenade,1798,3204
12021,Alberto Brown,Lost City of Atlantis,1514,1349
12022,Kevin Ellis,Cursed Castle,1558,2056
12023,Cindy Gilbert,Dragon's Roar,1559,3297
12024,Hazel Greer,Curse of the Pharaohs,1840,4432
12025,Bernard Brown,Dragon's Lair,1994,3922
12026,Tracey Walker,Tears of a Clown,1785,4225
12027,James Hill,Martian,1916,597
12028,Ella Harrison,Fire Within,1805,1054
12029,Bernard Brown,Warrior's Heart,1984,4928
12030,Thomas Cain,Shadows of the Night,1890,3808
12031,Rita Powell,Glass Castle,1868,901
12032,William Hamilton,Great Gatsby,1562,2544
12033,Nancy Horton,Secret Garden,1624,2851
12034,Richard Freeman,Phantom of the Opera,1857,3316
12035,Wilma Jackson,Dragon's Lair,1969,3008
12036,Victor Davis,Tears of a Clown,1599,483
12037,Eric Davis,Beneath the Silver Moon,1753,2961
12038,Robert Evans,Handmaid's Tale,1773,227
12039,Robert Barrett,Golden Child,1798,2259
12040,James Ross,Giver,1875,1359
12041,Michelle Wis,Crystal Caves,1600,907
12042,Victoria Brown,Alchemist,1614,1309
12043,Beatrice Ortiz,Silent Forest,1707,4004
12044,Dana Huff,Tears of a Clown,1577,4923
12045,Melissa Hall,Dragon's Roar,1541,3962
12046,Lauren Holland,Glass Castle,1756,1973
12047,Thomas Simmons,Enchanted Princess,1904,3255
12048,Frances Rose,Queen's Gambit,1820,879
12049,William Hamilton,Dragon's Roar,1618,2422
12050,Robert Barrett,Wonders of the World,1948,3415
12051,Sandra Craig,Black Cat,1867,4865
12052,Hazel Greer,Rising Sun,1614,1043
12053,Michelle Johnson,Edge of Tomorrow,1836,3376
12054,Leonard Stevenson,Twist of Fate,1994,1618
12055,Kevin Ellis,Dragon's Roar,1926,2672
12056,Michael Smith,Lost City of Atlantis,1916,2999
12057,John Ryan,Blood of Our Fathers,1644,1145
12058,Frances Rose,Warrior's Heart,1501,3533
12059,Lydia Martinez,Echoes of the Past,1966,3134
12060,John Ryan,Time Traveler's Wife,2002,467
12061,Michelle Wis,Mask of Deception,1545,2437
12062,Teresa Ray,Lighthouse Keeper,1866,4515
12063,Ted Smith,Heart of the Forest,1885,2114
12064,Jeffrey Williams,Secret Society,1879,3443
12065,Patricia Simpson,Knight's Code,1855,4480
12066,Cindy Gilbert,Echoes of the Past,1900,4058
12067,Eric Davis,Pirate's Treasure,1956,1316
12068,Sandra Craig,Queen's Necklace,1516,4786
12069,Evelyn Smith,Crown of Thorns,1532,1962
12070,Victor Davis,Kite Runner,1866,2009
12071,Evelyn Smith,In the Arms of the Sea,1713,877
12072,Sherry Bennett,Wonders of the World,1827,3387
12073,John Thomas,Mirror of Truth,1511,4469
12074,Wendy Walton,Golden Child,1944,511
12075,Richard Garcia,Secret Society,1874,1652
12076,Paul White,Silent Forest,1938,3616
12077,Robert Barrett,Witch of Blackbird Pond,1598,1383
12078,Albert Mills,Valley of Dreams,1733,3257
12079,Charles Johnson,Whispering Wind,1776,3706
12080,Nancy Horton,Silent Forest,2012,1087
12081,Tracey Walker,Enchanted Princess,1733,477
12082,Nancy Horton,Kite Runner,1998,3373
12083,Tyrone Evans,Pirate's Treasure,1654,4120
12084,Jacqueline Brown,Book Thief,2001,2785
12085,Tyrone Evans,Secret Life of Bees,1549,4531
12086,Patricia Meyer,Golden Child,1790,4109
12087,Jessie Bowman,Shades of Grey,1737,3378
12088,Gary Johnson,Silence of the Lambs,1850,1964
12089,Wilma Jackson,Clockwork Angel,1835,943
12090,John Ryan,Warrior's Heart,1551,3929
12091,Nancy Horton,Cursed Castle,1545,2803
12092,John Thomas,Ruby Red Door,1870,459
12093,William Doyle,Valley of Dreams,1864,4761
12094,Kelly Franklin,Art of Deception,1612,1755
12095,Robert Barrett,Blood of Our Fathers,1907,796
12096,Eric Davis,Enigma of Love,1656,1643
12097,Kevin Ellis,Maze Runner,1611,866
12098,Hazel Greer,Fire Within,1957,2859
12099,Patricia Meyer,Lovely Bones,1702,3497
12100,Paul Graham,Tears of a Clown,1845,3348
12101,Michelle Wis,Midnight Garden,1761,3572
12102,Sandra Craig,Beneath the Silver Moon,1832,597
12103,Deanna Owens,Midnight Carnival,1617,1430
12104,Dana Huff,Twist of Fate,1512,3607
12105,Linda Ward,Enchanted Castle,1809,4396
12106,Alberto Brown,Last Train Home,1814,1878
12107,Patricia Meyer,Secret Life of Bees,1559,4763
12108,John Ryan,Midnight Serenade,1752,3772
12109,Maria Webb,Dance with Destiny,1889,3918
12110,Patricia Simpson,Moonlit Path,1903,1984
12111,Christine Miles,Pirate's Treasure,1944,1950
12112,Thomas Simmons,Maze Runner,1670,2733
12113,Michael Smith,Emerald City,1726,1081
12114,Michelle Johnson,Great Gatsby,2022,3446
12115,Paul Graham,Kite Runner,1968,3150
12116,Michelle Wis,Queen's Necklace,1840,2763
12117,Gregory Gibbs,Mask of Deception,1506,1555
12118,Christine Miles,Secret Garden,1808,2504
12119,Patricia Simpson,Midnight Carnival,1994,1755
12120,Paul White,Kite Runner,1565,3555
12121,Lisa Rios,Witch of Blackbird Pond,1846,4447
12122,Mary Graham,Phantom of the Opera,1866,3826
12123,Frances Rose,Fault in Our Stars,1673,3975
12124,John Thomas,Midnight Carnival,1880,2404
12125,Leah Manning,Fault in Our Stars,1924,222
12126,Jeffrey Bowers,Lord of the Rings,1687,1279
12127,Linda Ward,Blood of Our Fathers,1797,531
12128,Sandra Craig,Kite Runner,1617,351
12129,Cindy Gilbert,Secrets We Keep,1559,1758
12130,Wendy Walton,Whispers in the Dark,1902,3551
12131,Timothy Griffin,Lost Kingdom,1681,1881
12132,Lauren Holland,Secret Life of Bees,1549,4910
12133,Michelle Johnson,Shadow of the Moon,1894,4925
12134,Leonard Stevenson,Book Thief,1700,2792
12135,Victoria Brown,Book of Miracles,1732,3363
12136,Cindy Gilbert,Last Train Home,1788,3600
12137,Maria Webb,Enigma of Love,1970,2642
12138,Lydia Martinez,Secret Life of Bees,1759,4336
12139,James Ross,Silver Lining,1788,4050
12140,Melissa Hall,Emerald Isle,1513,2391
12141,Derrick Brady,Tears of the Moon,1658,943
12142,Rosemary Lucas,Ruby Red Door,1591,3010
12143,Derrick Brady,Crystal Caves,1861,654
12144,Rita Powell,Giver,1568,1103
12145,Victor Davis,Midnight Serenade,1807,300
12146,Diane Robbins,Emerald City,1596,2378
12147,Tracey Walker,Road,1919,2941
12148,Melissa Hall,Great Gatsby,1787,1735
12149,Emily Moore,Secrets We Keep,1697,4985
12150,Edward May,Warrior's Heart,1654,3730
12151,Sandra Craig,Island of Secrets,1585,3228
12152,Derrick Brady,Blood Red Rose,1553,2338
12153,Juan Thompson,Secret Key,1829,1200
12154,Virginia Jackson,Black Cat,1546,3356
12155,Thomas Simmons,Help,1560,2636
12156,Ann Henderson,Phantom of the Opera,1612,4980
12157,Daniel Craig,Fault in Our Stars,1506,257
12158,Thomas Cain,Girl with the Dragon Tattoo,1820,2648
12159,Randy Parker,Twist of Fate,1885,905
12160,Eric Davis,Catcher in the Rye,2022,1354
12161,Michelle Johnson,Lost Kingdom,1669,3076
12162,Janet Baldwin,Witching Hour,1510,4802
12163,William Doyle,Emerald Isle,1859,2814
12164,Derrick Brady,Da Vinci Code,2018,2734
12165,Erin Gonzales,River of Dreams,1992,3819
12166,Timothy Griffin,Martian,1610,3612
12167,Virginia Jackson,Phantom of the Opera,1615,4418
12168,Emily Moore,Emerald Isle,1759,4107
12169,Eric Davis,Mirror of Truth,1909,2988
12170,Jeffrey Williams,Lovely Bones,1774,2321
12171,Maria Webb,Crystal Caves,1876,3822
12172,Wendy Walton,Fault in Our Stars,1763,2612
12173,Rita Powell,Crystal Caves,2001,3213
12174,Thomas Cain,Golden Compass,1820,1186
12175,Howard Jenkins,Great Gatsby,1739,3859
12176,John Thomas,Handmaid's Tale,1512,3084
12177,Rosemary Lucas,Da Vinci Code,1826,1169
12178,Timothy Griffin,Golden Compass,1884,3624
12179,Richard Freeman,Midnight Carnival,1693,3343
12180,Melissa Hall,Giver,1622,2231
12181,Howard Jenkins,Edge of Tomorrow,1787,4870
12182,Frances Rose,Dance with Destiny,1983,4151
12183,Evelyn Smith,Secret Life of Bees,1971,2515
12184,Thomas Simmons,Black Cat,2006,1683
12185,Eric Davis,Edge of Tomorrow,1652,3838
12186,Wendy Walton,Night Circus,1925,3758
12187,Jessie Bowman,Cursed Castle,1745,3126
12188,Kevin Ellis,Wonders of the World,1778,612
12189,Bernard Brown,Island of Secrets,1768,4912
12190,Victor Davis,Beneath the Silver Moon,1907,2935
12191,Edward May,Phantom of the Opera,1580,4588
12192,Hazel Greer,Rising Sun,1538,4608
12193,Cindy Gilbert,Pirate's Treasure,1956,4210
12194,Kelly Franklin,Giver,1754,3151
12195,Kimberly Medina,Enigma of Love,1952,4493
12196,Robert Evans,Whispers in the Dark,1585,4567
12197,Paul White,Giver,1756,1251
12198,Leah Manning,Dance with Destiny,2015,3281
12199,Carol Sullivan,Golden Compass,1671,628
12200,Thomas Cain,Enigma of Love,1857,4680
12201,Evelyn Smith,Knight's Code,1746,4780
12202,Daniel Craig,Last Voyage,1997,1484
12203,Daniel Craig,Mirror of Truth,1962,1158
12204,Charles Johnson,Valley of Dreams,1612,2014
12205,Christine Miles,Song of Achilles,1669,2852
12206,Anthony Davis,Mask of Deception,1508,3223
12207,Teresa Ray,Fault in Our Stars,1867,3728
12208,Jessie Bowman,Lighthouse Keeper,1681,1292
12209,Emily Moore,Silent Forest,1989,4629
12210,Jacqueline Brown,Island of Secrets,1783,1881
12211,Charles Johnson,Ruby Red Door,1942,1480
12212,Derrick Brady,Dark Tower,2010,481
12213,Nancy Horton,Hunger Games,1941,3899
12214,Gary Johnson,Echoes of the Past,1757,2944
12215,Melissa Hall,Blood Red Rose,1701,959
12216,John Ryan,Heart of the Forest,1989,3737
12217,Sandra Craig,Echoes of the Past,1535,3207
12218,Timothy Griffin,Fire Within,1812,1630
12219,Daniel Craig,Fault in Our Stars,1520,3740
12220,Sandra Craig,Kite Runner,1858,2684
12221,Connie Howell,Fire Within,1500,3995
12222,Gary Johnson,Shac,1710,1781
12223,Carol Sullivan,Whispers in the Dark,1863,914
12224,Jacqueline Brown,Hunger Games,1935,4175
12225,Teresa Ray,Lord of the Rings,1785,4906
12226,Carol Sullivan,Tears of the Moon,1543,112
12227,James Hill,White Queen,1942,1796
12228,Eva Wright,Dragon's Eye,1638,263
12229,Michelle Wis,Silver Lining,1770,3751
12230,Barbara Farmer,Silver Lining,1715,906
12231,Jeffrey Bowers,Secret Life of Bees,1555,1848
12232,Kimberly Medina,Art of Deception,1795,883
12233,Janet Baldwin,Help,1745,2368
12234,Timothy Griffin,Queen's Gambit,1637,2615
12235,Wilma Jackson,Silence of the Lambs,1723,2936
12236,Megan Knight,Dance with Destiny,1667,296
12237,Kenneth May,Mask of Deception,1977,4216
12238,Daniel Craig,Art of Deception,1689,2203
12239,Randy Parker,Lighthouse Keeper,1932,1210
12240,Tyrone Evans,Silence of the Lambs,1918,2689
12241,Paul Graham,Dragon's Roar,1802,1085
12242,Robert Barrett,Island of Secrets,1686,3575
12243,Rosemary Lucas,Book of Miracles,1807,4028
12244,Mary Graham,Tears of a Clown,1886,1602
12245,Kelly Franklin,Mask of Deception,2009,1864
12246,Hazel Greer,Hunger Games,1876,4114
12247,Lauren Holland,Night Circus,1831,3986
12248,James Hill,Glass Castle,1858,2140
12249,Sandra Craig,Rising Sun,1515,3590
12250,Diana Terry,Fault in Our Stars,1726,4128
