,Author,Books,Year Published,Pages
1674,William Doyle,Lost Kingdom,1979,1772
1675,Kevin Ellis,Midnight Garden,1796,2339
1676,Rosemary Lucas,Enchanted Castle,1888,2395
1677,James Hill,Dragon's Lair,1849,2165
1678,Nancy Horton,Dance with Destiny,1667,2466
1679,Juan Thompson,Tears of the Moon,1552,2128
1680,Patrick Hall,Help,1820,594
1681,James Hill,Silence of the Lambs,1833,1237
1682,Lisa Rios,Warrior's Heart,1658,1140
1683,Paul Graham,Enchanted Princess,1724,562
1684,Lydia Martinez,Shades of Grey,2019,366
1685,Tracey Walker,Emerald Isle,1944,1777
1686,Jeffrey Bowers,Crystal Caves,1628,782
1687,Sherry Bennett,Fault in Our Stars,1779,614
1688,Lauren Holland,Mists of Avalon,1723,1049
1689,Tracey Walker,Dragon's Lair,2007,1333
1690,Richard Garcia,Witch of Blackbird Pond,1943,1135
1691,Wilma Jackson,Dragon's Roar,1634,324
1692,Christine Miles,Island of Secrets,1699,600
1693,Erin Gonzales,Shades of Grey,1636,2446
1694,Evelyn Smith,Ruby Red Door,1627,4565
1695,Edward May,Shadows of the Night,1832,1420
1696,John Thomas,Lighthouse Keeper,1722,3310
1697,Diana Terry,Crystal Caves,1972,3025
1698,Sandra Craig,Cursed Castle,1989,3416
1699,Wendy Walton,Golden Child,1812,170
1700,Diane Robbins,Silence of the Lambs,1689,4581
1701,Richard Freeman,Lost Kingdom,1618,1487
1702,Thomas Cain,Crystal Caves,1797,611
1703,Kevin Ellis,Twist of Fate,1653,3800
1704,Jeffrey Bowers,Emerald Isle,2020,3715
1705,Judy Rose,Heart of the Forest,1764,3665
1706,Ella Harrison,Last Train Home,2005,4994
1707,Gregory Gibbs,Echoes of the Past,1528,2955
1708,Michael Martinez,Mask of Deception,1737,1396
1709,Mary Abbott,Warrior's Heart,1608,3921
1710,Lydia Martinez,Witch of Blackbird Pond,1591,1051
1711,Jacqueline Brown,Secrets We Keep,1832,1138
1712,Victoria Brown,Beyond the Horizon,1545,1464
1713,Janet Baldwin,Cursed Castle,1831,4141
1714,Judy Rose,Secret Key,1560,4297
1715,Gary Johnson,Secret Garden,1944,342
1716,John Ryan,Secret Society,2016,469
1717,Connie Howell,Twist of Fate,1855,4376
1718,Michelle Wis,Edge of Tomorrow,1567,333
1719,Juan Thompson,Giver,1550,3446
1720,Lauren Holland,River of Dreams,1500,3433
1721,Lisa Rios,Lost City of Atlantis,1940,3791
1722,Wilma Jackson,Secret Key,1512,3128
1723,Lauren Holland,Help,1673,1315
1724,Deanna Owens,Dragon's Lair,1628,1978
1725,Maria Webb,Da Vinci Code,1651,4893
1726,Diane Robbins,Valley of Dreams,1844,4729
1727,Rita Powell,Whispers in the Dark,2009,3835
1728,Gregory Gibbs,Dragon's Roar,1983,4651
1729,Leonard Stevenson,Heart of the Forest,1825,3502
1730,Rita Powell,Golden Compass,1742,135
1731,Christine Miles,Silence of the Lambs,1697,1332
1732,William Hamilton,Emerald Isle,1525,200
1733,Leah Manning,Dragon's Lair,1647,2815
1734,John Thomas,Book of Miracles,1808,4474
1735,Emily Moore,Hunger Games,1728,4140
1736,William Ortiz,Pirate's Treasure,1626,3033
1737,Jessie Bowman,Dragon's Lair,1987,3703
1738,Nancy Horton,Midnight Carnival,1679,2604
1739,Hazel Greer,Book of Miracles,1824,3014
1740,Paul White,Da Vinci Code,1534,2516
1741,Laura Hernandez,Midnight Serenade,1678,1884
1742,Derrick Brady,Silence of the Lambs,1580,4771
1743,Randy Parker,Mists of Avalon,1770,1072
1744,Alberto Brown,Edge of Tomorrow,1609,2797
1745,Derrick Brady,In the Arms of the Sea,1655,473
1746,Howard Jenkins,Song of Achilles,1789,4145
1747,Delores Brown,Whispering Wind,1932,4655
1748,Christine Miles,Tears of the Moon,1670,244
1749,Kelly Franklin,Art of Deception,1858,421
1750,Tracey Walker,Heart of the Forest,1585,1605
1751,Michael Smith,Road,1915,1151
1752,Edward May,Night Circus,1747,1569
1753,Timothy Griffin,Cursed Castle,1662,3581
1754,Robert Barrett,Crystal Caves,1926,4958
1755,Jeffrey Williams,Lighthouse Keeper,1976,2019
1756,Alberto Brown,Girl with the Dragon Tattoo,1511,2482
1757,Judy Rose,Echoes of the Past,1948,3007
1758,Ted Smith,Queen's Gambit,1754,2935
1759,Michael Smith,Alchemist,1734,1929
1760,Ashley Doyle,Heart of the Forest,1605,2125
1761,William Hamilton,Last Train Home,1995,4487
1762,Michael Patterson,Last Train Home,1838,1790
1763,Anthony Davis,Handmaid's Tale,2007,3497
1764,Richard Garcia,Mists of Avalon,2017,4157
1765,Megan Knight,Silent Forest,1819,2236
1766,Anthony Lee,Lighthouse Keeper,1592,4898
1767,Mary Graham,Mask of Deception,1637,2567
1768,Randy Parker,Night Circus,1696,3337
1769,Anthony Lee,Fire Within,1714,4462
1770,Paul White,River of Dreams,1732,3332
1771,Evelyn Smith,Golden Child,1945,2669
1772,Tracey Walker,Secret Key,2018,1239
1773,Ella Harrison,Alchemist,1602,3462
1774,Daniel Craig,Shades of Grey,1653,885
1775,Carol Sullivan,White Queen,2004,1401
1776,Anthony Davis,Silence of the Lambs,1866,1624
1777,Kenneth May,Mists of Avalon,1627,3613
1778,Melissa Hall,Blood Red Rose,1814,1712
1779,John Ryan,Black Cat,2014,4104
1780,Megan Knight,Dragon's Eye,1581,1101
1781,Albert Mills,Alchemist,1669,679
1782,Christine Miles,Secret Key,1628,1816
1783,Anthony Davis,Edge of Tomorrow,1973,870
1784,Wayne Morrison,Knight's Code,1580,4359
1785,Helen Hernandez,Lord of the Rings,1578,763
1786,Leah Manning,Blood Red Rose,1890,1263
1787,William Doyle,Girl on the Train,1763,180
1788,Delores Brown,Kite Runner,1890,1412
1789,Gary Johnson,Song of Ice and Fire,1906,994
1790,Robert Evans,Twist of Fate,2015,3715
1791,Melissa Hall,Midnight Garden,1659,2420
1792,Beatrice Ortiz,Mists of Avalon,1959,3760
1793,Richard Garcia,Last Train Home,1671,2052
1794,Richard Garcia,Pirate's Treasure,1918,3911
1795,Patrick Hall,Enchanted Princess,1752,4477
1796,Gregory Gibbs,Golden Child,1541,685
1797,Wilma Jackson,Witching Hour,1798,1842
1798,Lydia Martinez,Great Gatsby,1755,4465
1799,Anthony Lee,Secret Key,1617,4001
1800,Eric Davis,Da Vinci Code,1829,1330
1801,Deanna Owens,Secret Garden,2014,2687
1802,Juan Thompson,Help,1794,3913
1803,Tracey Walker,Edge of Tomorrow,1729,886
1804,Charles Johnson,Shadows of the Night,1928,1908
1805,Jeffrey Bowers,Martian,1706,1194
1806,Victoria Brown,Shades of Grey,1557,4998
1807,Eva Wright,Lovely Bones,1654,2757
1808,Leah Manning,Shades of Grey,1691,4904
1809,Eva Wright,Valley of Dreams,1683,2452
1810,Daniel Craig,Midnight Carnival,1987,2460
1811,Carole Kelly,Book Thief,1860,4421
1812,Eric Davis,Lovely Bones,1891,1567
1813,Lydia Martinez,Mirror of Truth,1862,2988
1814,Jacqueline Brown,Handmaid's Tale,1993,3515
1815,Robert Barrett,Shac,1623,4120
1816,Richard Garcia,Enchanted Castle,1578,787
1817,Lauren Holland,Pirate's Treasure,1671,1381
1818,Diana Terry,White Queen,1804,3601
1819,Melissa Hall,Great Gatsby,1550,4396
1820,Eric Davis,Black Cat,1919,345
1821,Ted Smith,Rising Sun,1701,4651
1822,Jeffrey Williams,Warrior's Heart,1536,4682
1823,Diane Robbins,Valley of Dreams,1625,1611
1824,Patricia Meyer,Heart of the Forest,1949,1956
1825,Sandra Craig,Queen's Gambit,1560,138
1826,Frances Rose,Help,1575,3875
1827,Carole Kelly,Secret Life of Bees,1617,1410
1828,Bernard Brown,Curse of the Pharaohs,1587,3117
1829,Michael Smith,Wonders of the World,1599,2971
1830,Hazel Greer,Da Vinci Code,1766,2354
1831,Timothy Griffin,Martian,2023,2752
1832,Victor Davis,Fault in Our Stars,1850,4130
1833,Richard Garcia,Curse of the Pharaohs,1950,4352
1834,Michelle Johnson,Lost City of Atlantis,1997,365
1835,Michelle Wis,Maze Runner,1758,1279
1836,Michael Smith,Girl on the Train,1813,1069
1837,Helen Hernandez,Midnight Carnival,2015,4089
1838,Randy Parker,Mists of Avalon,2000,4406
1839,Diane Robbins,Lost Kingdom,1833,783
1840,Tracey Walker,Help,1777,3069
1841,Wilma Jackson,Midnight Carnival,1971,4932
1842,James Hill,Forgotten Realm,1948,2198
1843,Ernest Torres,Secret Garden,1682,3761
1844,Anthony Lee,Emerald Isle,1697,946
1845,Thomas Simmons,Forbidden Forest,1919,1201
1846,Diane Robbins,Whispering Wind,1552,1626
1847,Anthony Lee,Giver,2005,1391
1848,John Ryan,Island of Secrets,1651,3854
1849,Kevin Ellis,Golden Child,1974,4769
1850,Patrick Hall,Song of Ice and Fire,1580,4035
1851,Daniel Craig,Secrets We Keep,1941,2421
1852,Tracey Walker,Road,1841,1541
1853,Melissa Hall,Glass Castle,1770,3157
1854,Lisa Rios,Tears of the Moon,2015,4413
1855,Carole Kelly,Dance with Destiny,1560,2262
1856,Leonard Stevenson,Road,1722,3816
1857,Edward May,Valley of Dreams,1525,651
1858,Kevin Ellis,Lighthouse Keeper,1752,1774
1859,Wilma Jackson,Dark Tower,1676,627
1860,Ann Henderson,Enigma of Love,1747,1391
1861,Kevin Ellis,Golden Child,1823,3151
1862,Wendy Walton,Dragon's Lair,1651,3073
1863,Rita Powell,Mask of Deception,1526,2872
1864,Wayne Morrison,Secrets We Keep,1834,2433
1865,Ella Harrison,Sands of Time,1871,491
1866,Bernard Brown,Glass Castle,1622,2972
1867,Cindy Gilbert,Alchemist,2023,3263
1868,Anthony Lee,Secret Society,1636,2168
1869,Virginia Jackson,Maze Runner,1807,148
1870,Patricia Meyer,Emerald City,1842,2190
1871,Victoria Brown,Emerald Isle,1504,4482
1872,Jacqueline Brown,Da Vinci Code,2010,4537
1873,Howard Jenkins,Tears of a Clown,1737,3048
1874,Michelle Johnson,Midnight Serenade,1516,4853
1875,Michelle Wis,Ruby Red Door,1821,1638
1876,Emily Moore,Dragon's Eye,1831,2254
1877,Patricia Meyer,Mask of Deception,1925,2195
1878,Carole Kelly,Enchanted Castle,1786,301
1879,Kelly Franklin,Last Train Home,1550,4689
1880,Virginia Jackson,Secret Life of Bees,1501,3628
1881,Maria Webb,Lost Kingdom,1929,2947
1882,Thomas Cain,Beyond the Horizon,1639,3180
1883,Juan Thompson,Clockwork Angel,1837,1141
1884,John Ryan,Girl with the Dragon Tattoo,1835,1624
1885,Melissa Hall,Secret Garden,1900,4579
1886,Mary Abbott,Glass Castle,1904,1120
1887,Richard Freeman,Warrior's Heart,1574,3800
1888,Alberto Brown,Dragon's Lair,1906,2168
1889,Frances Rose,Kite Runner,1592,3642
1890,Victor Davis,Lost Kingdom,1877,2195
1891,Wilma Jackson,Enigma of Love,1641,3716
1892,John Ryan,Dragon's Eye,1783,3639
1893,Tyrone Evans,Lost Kingdom,1893,4193
1894,Howard Jenkins,Emerald Isle,1755,4675
1895,Frances Rose,Kite Runner,1726,1260
1896,Juan Thompson,Wonders of the World,1922,2333
1897,Kelly Franklin,Edge of Tomorrow,1785,2404
1898,Thomas Cain,Lord of the Rings,1585,4717
1899,Paul Graham,Girl with the Dragon Tattoo,1551,1851
1900,Michelle Johnson,Secrets We Keep,1790,112
1901,Paul Graham,Mirror of Truth,1680,3039
1902,James Hill,Queen's Gambit,1932,2548
1903,Kelly Franklin,Dragon's Roar,1847,3532
1904,Michelle Johnson,Time Traveler's Wife,1737,782
1905,John Ryan,Beneath the Silver Moon,1605,3995
1906,Kimberly Medina,Beyond the Horizon,1872,2341
1907,Derrick Brady,Fault in Our Stars,1545,3684
1908,Robert Barrett,Emerald City,2012,3515
1909,Carole Kelly,Mists of Avalon,1799,1354
1910,Charles Johnson,Midnight Carnival,1725,1878
1911,Jessie Bowman,Whispers in the Dark,1598,1527
1912,Ernest Torres,Dragon's Eye,1533,2582
1913,Michael Patterson,Enchanted Castle,1766,3034
1914,Sandra Craig,Crystal Caves,1714,4318
1915,Janet Baldwin,Girl on the Train,1718,3406
1916,Christine Miles,Sands of Time,1660,277
1917,Barbara Farmer,Crown of Thorns,1637,4319
1918,Frances Rose,Forbidden Forest,1671,4845
1919,Tracey Walker,Crystal Caves,1991,1567
1920,Carol Sullivan,Moonlit Path,1983,4745
1921,Mary Abbott,Road,1554,2733
1922,Eva Wright,Witching Hour,1891,4480
1923,Kevin Ellis,Edge of Tomorrow,1635,4676
1924,Victoria Brown,Beneath the Silver Moon,1669,2980
1925,Derrick Brady,Last Voyage,1553,233
1926,James Ross,Mirror of Truth,1808,4533
1927,Jacqueline Brown,Shadow of the Moon,1981,1382
1928,Howard Jenkins,Sands of Time,1724,3539
1929,Richard Freeman,Dance with Destiny,1896,2639
1930,Michelle Johnson,Golden Compass,1879,2319
1931,Patrick Hall,Dragon's Lair,1684,1598
1932,Bernard Brown,Lost City of Atlantis,1781,126
1933,Evelyn Smith,Curse of the Pharaohs,1740,2244
1934,Carol Sullivan,Golden Compass,1587,392
1935,Timothy Griffin,In the Arms of the Sea,1526,4419
1936,Rosemary Lucas,Ruby Red Door,1978,2205
1937,Paul White,Golden Compass,1728,156
1938,Victor Davis,Lord of the Rings,1919,2949
1939,Patrick Hall,Beyond the Horizon,1659,578
1940,Helen Hernandez,Enigma of Love,1835,4890
1941,Laura Hernandez,Lost Kingdom,1575,3238
1942,Paul White,Witching Hour,1910,1933
1943,Charles Johnson,Dragon's Eye,1636,4448
1944,Michelle Johnson,Midnight Serenade,1887,2957
1945,Carol Sullivan,Blood Red Rose,1913,2885
1946,Ernest Torres,Emerald City,1715,785
1947,Erin Gonzales,Crystal Caves,1914,4095
1948,Ernest Torres,Queen's Gambit,1607,524
1949,James Ross,Mists of Avalon,1798,3408
1950,Albert Mills,Forgotten Realm,2017,2654
1951,Timothy Griffin,Clockwork Angel,1740,4194
1952,Evelyn Smith,Dragon's Eye,1598,1504
1953,Michelle Wis,Martian,1501,2975
1954,Victoria Brown,White Queen,1927,751
1955,Sandra Craig,Giver,1707,2427
1956,Judy Rose,Tears of the Moon,1627,4559
1957,Teresa Ray,Night Circus,1708,3874
1958,Erin Gonzales,Curse of the Pharaohs,1697,3949
1959,Leonard Stevenson,Tears of a Clown,1642,313
1960,Lydia Martinez,Secret Key,1794,3399
1961,Leonard Stevenson,Pirate's Treasure,1850,1135
1962,Derrick Brady,Wonders of the World,1554,859
1963,James Hill,White Queen,1736,1097
1964,Sandra Craig,Tears of a Clown,1681,4652
1965,Janet Baldwin,River of Dreams,1801,3144
1966,Deanna Owens,Clockwork Angel,1704,367
1967,Albert Mills,White Queen,1631,4103
1968,Richard Garcia,Lost City of Atlantis,1623,2517
1969,Deanna Owens,River of Dreams,1997,2443
1970,Lauren Holland,Beyond the Horizon,1834,1836
1971,John Ryan,Mists of Avalon,1642,3600
1972,Nancy Horton,Shadows of the Night,1538,4729
1973,Eric Davis,Mirror of Truth,1657,849
1974,Rosemary Wright,Heart of the Forest,1862,3539
1975,Carol Sullivan,Alchemist,1860,4170
1976,Connie Howell,Road,1759,325
1977,Delores Brown,Crown of Thorns,1952,3013
1978,Maria Webb,Witch of Blackbird Pond,1909,969
1979,William Hamilton,Lost Kingdom,1756,4069
1980,Jessie Bowman,Road,1591,1272
1981,Kimberly Medina,Moonlit Path,1885,425
1982,Wayne Morrison,Time Traveler's Wife,1695,2022
1983,Michael Patterson,Knight's Code,1818,4135
1984,Carole Kelly,Girl with the Sapphire Eyes,1678,4571
1985,Patrick Hall,Help,1847,4599
1986,Erin Gonzales,Valley of Dreams,1792,2325
1987,Diana Terry,Secret Society,1925,4064
1988,Dana Huff,Heart of the Forest,1920,4676
1989,Cindy Gilbert,Book Thief,1890,4833
1990,Barbara Farmer,Secret Key,1911,769
1991,Lauren Holland,Night Circus,1755,653
1992,Victoria Brown,Road,1736,456
1993,Mary Abbott,Tears of the Moon,1577,3044
1994,Connie Howell,Lighthouse Keeper,1532,3090
1995,Michael Patterson,Warrior's Heart,1640,4257
1996,Alberto Brown,Book Thief,1641,1198
1997,Paul Graham,Handmaid's Tale,1506,2431
1998,Richard Garcia,Knight's Code,2000,473
1999,Erin Gonzales,Last Voyage,1528,1674
2000,Edward May,Kite Runner,1923,4729
2001,Ashley Doyle,Beneath the Silver Moon,1795,2845
2002,John Ryan,Blood Red Rose,1966,3524
2003,Tracey Walker,Girl with the Sapphire Eyes,1682,2314
2004,Deanna Owens,Shac,1531,3424
2005,Michelle Johnson,Girl with the Sapphire Eyes,1583,2949
2006,Linda Ward,Girl with the Sapphire Eyes,1619,3552
2007,Judy Rose,Tears of the Moon,1602,4701
2008,Carol Sullivan,Midnight Garden,1604,573
2009,Kenneth May,Sands of Time,1744,1706
2010,James Ross,Shadow of the Moon,1952,4091
2011,William Ortiz,Tears of a Clown,1971,282
2012,Edward May,Dance with Destiny,1818,4611
2013,Kimberly Medina,Giver,1897,1688
2014,Wayne Morrison,Road,1586,2747
2015,Kevin Ellis,In the Arms of the Sea,1837,2671
2016,Ann Henderson,Echoes of the Past,1900,2662
2017,Linda Ward,Midnight Garden,1967,1529
2018,Cindy Gilbert,Golden Compass,1777,3784
2019,Leonard Stevenson,Book Thief,1741,568
2020,Jeffrey Williams,Beneath the Silver Moon,1657,1044
2021,Teresa Ray,Handmaid's Tale,1799,2698
2022,Melissa Hall,Lost Kingdom,1591,2873
2023,Daniel Craig,Witching Hour,1679,3066
2024,Carol Sullivan,Mirror of Truth,1546,2626
2025,Helen Hernandez,Hunger Games,2013,2634
2026,Rita Powell,Valley of Dreams,1674,4875
2027,Thomas Cain,Crown of Thorns,1711,2880
2028,Jacqueline Brown,Island of Secrets,1766,2820
2029,Edward May,Midnight Serenade,1537,4886
2030,Wayne Morrison,Fault in Our Stars,1706,2658
2031,Derrick Brady,Lord of the Rings,1556,2765
2032,Wayne Morrison,Witch of Blackbird Pond,1640,564
2033,Alberto Brown,Dragon's Roar,1843,2665
2034,Tyrone Evans,Enchanted Princess,1638,2470
2035,Richard Freeman,Silent Forest,1736,4212
2036,Rosemary Wright,Golden Compass,1510,4974
2037,Bernard Brown,Mask of Deception,1744,2931
2038,Mary Abbott,Handmaid's Tale,2018,3318
2039,Alberto Brown,Lost City of Atlantis,1590,389
2040,Richard Garcia,Girl with the Sapphire Eyes,1665,491
2041,Bernard Brown,Enchanted Princess,1639,2141
2042,Richard Freeman,Dragon's Roar,1752,4628
2043,Wayne Morrison,Lost Kingdom,1689,2978
2044,Delores Brown,Crystal Caves,2017,1396
2045,Virginia Jackson,Whispering Wind,1921,4310
2046,Juan Thompson,Shadows of the Night,1735,2333
2047,Anthony Lee,Blood Red Rose,1806,1543
2048,Alberto Brown,Edge of Tomorrow,1839,2467
2049,Cindy Gilbert,Queen's Gambit,1541,2465
2050,Michael Patterson,Lost City of Atlantis,1604,1820
2051,Megan Knight,Enchanted Princess,1690,920
2052,Melissa Hall,Cursed Castle,1718,4974
2053,Judy Rose,Crystal Caves,1820,1866
2054,Kelly Franklin,Dragon's Lair,1872,554
2055,Mary Graham,Last Train Home,1600,3019
2056,Randy Parker,Phantom of the Opera,1907,3237
2057,Lisa Rios,Forbidden Forest,1943,3952
2058,William Doyle,Book Thief,1958,795
2059,Gary Johnson,Clockwork Angel,1897,4984
2060,Tracey Walker,Curse of the Pharaohs,1607,4474
2061,Gary Johnson,Knight's Code,1633,1886
2062,Patricia Simpson,Song of Achilles,1847,3946
2063,John Ryan,Queen's Necklace,1781,3713
2064,Jeffrey Bowers,Knight's Code,1866,2437
2065,James Ross,Wonders of the World,1676,1048
2066,Connie Howell,Dance with Destiny,2021,1984
2067,Lauren Holland,Forgotten Realm,1836,3861
2068,Linda Ward,Catcher in the Rye,2019,2051
2069,Alberto Brown,Mists of Avalon,1689,4312
2070,Thomas Simmons,Pirate's Treasure,1540,3266
2071,Connie Howell,Help,1961,4112
2072,Gary Johnson,Midnight Serenade,1875,3110
2073,John Ryan,Curse of the Pharaohs,1951,4265
2074,Tyrone Evans,Dragon's Eye,1572,3633
2075,Ashley Doyle,Warrior's Heart,1759,1459
2076,Lisa Rios,Midnight Serenade,1794,4766
2077,Teresa Ray,Lord of the Rings,1709,2132
2078,Robert Barrett,Last Train Home,1577,2462
2079,Jacqueline Brown,Rising Sun,1540,1556
2080,Mary Graham,Maze Runner,1582,2732
2081,Leah Manning,Forgotten Realm,1608,4561
2082,Hazel Greer,Lighthouse Keeper,1768,3192
2083,Melissa Hall,Book Thief,1633,696
2084,Gregory Gibbs,River of Dreams,1616,2808
2085,Patricia Simpson,Midnight Serenade,1617,4413
2086,Michael Smith,Midnight Carnival,1944,2492
2087,Kimberly Medina,Knight's Code,1796,3492
2088,Hazel Greer,Queen's Gambit,1996,3290
2089,Ted Smith,Fire Within,1717,1356
2090,Carol Sullivan,Book of Miracles,1653,4951
2091,Mary Abbott,Queen's Gambit,1583,4342
2092,Emily Moore,Dragon's Eye,1905,4164
2093,William Doyle,Secret Society,1825,3640
2094,Wendy Walton,Blood of Our Fathers,1935,4648
2095,Eva Wright,Knight's Code,1962,3617
2096,Sandra Craig,Silence of the Lambs,1586,1169
2097,Gary Johnson,Blood Red Rose,1859,4732
2098,Daniel Craig,Cursed Castle,1780,2917
2099,Jessie Bowman,Mirror of Truth,1740,2046
2100,Carol Sullivan,Silence of the Lambs,1631,3878
2101,Kevin Ellis,Ruby Red Door,1985,438
2102,Rosemary Wright,Fault in Our Stars,1858,2757
2103,Kelly Franklin,Phantom of the Opera,1856,805
2104,Frances Rose,Golden Compass,1514,4495
2105,Alberto Brown,Lost Kingdom,1535,941
2106,Linda Ward,Silence of the Lambs,1581,3241
2107,Paul White,Sands of Time,1510,2890
2108,Sherry Bennett,Time Traveler's Wife,1795,2569
2109,Anthony Davis,Emerald City,1528,1609
2110,Carol Sullivan,Sands of Time,1859,2704
2111,Albert Mills,Kite Runner,1764,4282
2112,Jacqueline Brown,Cursed Castle,1921,1118
2113,James Ross,Rising Sun,1960,1626
2114,Leonard Stevenson,Cursed Castle,1613,2729
2115,Alberto Brown,Cursed Castle,1730,4097
2116,Victoria Brown,Time Traveler's Wife,1891,1832
2117,Ann Henderson,Silver Lining,1765,1309
2118,Sandra Craig,Ruby Red Door,1667,226
2119,Albert Mills,Silver Lining,1901,566
2120,Leonard Stevenson,Girl with the Dragon Tattoo,1995,2512
2121,Juan Thompson,Silver Lining,1978,4588
2122,Erin Gonzales,Golden Compass,1611,4133
2123,Mary Abbott,Tears of the Moon,1915,4211
2124,Helen Hernandez,Silence of the Lambs,1807,340
2125,Jeffrey Bowers,Rising Sun,1613,1376
2126,James Hill,Mask of Deception,1676,707
2127,Robert Evans,Black Cat,1706,4637
2128,Michelle Wis,Road,1534,4080
2129,Ernest Torres,Warrior's Heart,1742,663
2130,Daniel Craig,Art of Deception,2019,2985
2131,Eric Davis,Golden Child,1603,1457
2132,Janet Baldwin,Emerald Isle,1933,753
2133,Michael Patterson,Giver,1744,2930
2134,Lydia Martinez,Silver Lining,1711,2061
